Date,Open,High,Low,Close,Volume
2020-01-01,210.83495975187947,211.17384737042914,208.6192982919487,210.83495975187947,2750821
2020-01-02,208.86044219713455,209.5346566236387,205.66511489636554,208.86044219713455,862890
2020-01-03,211.69979676669263,212.68323461897748,209.64885215004463,211.69979676669263,994214
2020-01-04,210.08729254067703,210.2906520401741,207.84665131381445,210.08729254067703,3359890
2020-01-05,212.9106891581672,215.85806571928458,211.88703330204123,212.9106891581672,4128285
2020-01-06,220.315583931391,224.0511598956909,218.64592312117068,220.315583931391,992223
2020-01-07,227.359690744786,230.52110126358392,224.3711437216443,227.359690744786,1960385
2020-01-08,228.38065210529925,229.20731602642542,226.57635683542307,228.38065210529925,21818781
2020-01-09,227.4760399499125,230.0688969794195,226.6081130519974,227.4760399499125,1209046
2020-01-10,227.11154673194758,229.16372843835822,225.85200494469137,227.11154673194758,1846343
2020-01-11,227.27629649801125,227.34768881188077,224.83056115770813,227.27629649801125,1008146
2020-01-12,216.30121457765682,216.30945350845653,215.0171878154229,216.30121457765682,3764876
2020-01-13,218.46331669142765,218.51318706619938,215.00007493513795,218.46331669142765,2695855
2020-01-14,218.50387883454636,221.59212758296172,217.001873916371,218.50387883454636,3616253
2020-01-15,225.2972032580671,225.44728511924185,224.7426439435439,225.2972032580671,1632666
2020-01-16,219.31513949206857,222.54535040821324,218.927331868285,219.31513949206857,2352988
2020-01-17,209.6393115473041,213.9032909753693,207.1385261288181,209.6393115473041,2145260
2020-01-18,207.5572983748911,208.2778130553139,207.34338916981625,207.5572983748911,5980534
2020-01-19,205.0828765720093,206.09130771014566,202.25081686500226,205.0828765720093,2097593
2020-01-20,203.89401490761816,207.44294383588178,201.93084630189804,203.89401490761816,1138678
2020-01-21,206.52687245924278,209.2475810943081,206.0786083778326,206.52687245924278,2163999
2020-01-22,208.34891864188995,211.77301274299742,206.10042793492525,208.34891864188995,3448113
2020-01-23,199.5092440102987,201.36089154595666,199.05536833210968,199.5092440102987,2019075
2020-01-24,194.12868983046474,196.12957488146296,192.00847447428333,194.12868983046474,2873116
2020-01-25,196.65589153775676,197.95925513187163,195.1557769461372,196.65589153775676,5782432
2020-01-26,195.08923409551903,196.34276174218815,194.18867780216019,195.08923409551903,10286296
2020-01-27,205.0566470956243,205.1603039924592,203.59841502819145,205.0566470956243,5248012
2020-01-28,206.44099387906294,207.17060133115348,205.57354735599358,206.44099387906294,344046
2020-01-29,202.36901771945753,202.51481898791167,199.67958787175172,202.36901771945753,14053607
2020-01-30,205.99405265662173,207.67946004895816,204.5902832172062,205.99405265662173,812329
2020-01-31,199.89740607470776,201.5414906506851,199.2529609912778,199.89740607470776,3898370
2020-02-01,195.83249354878998,197.93335469518792,194.93385702542597,195.83249354878998,4085642
2020-02-02,197.10914806771663,197.22415733578057,196.87130110422618,197.10914806771663,3739486
2020-02-03,201.05270550658167,202.50991220229216,198.86329557007343,201.05270550658167,773269
2020-02-04,197.57864812606226,197.87469195648936,194.28708247884128,197.57864812606226,2582905
2020-02-05,199.45974355541153,205.5361987382061,198.54775785346624,199.45974355541153,9105239
2020-02-06,197.28808143276817,198.27311096458473,193.8998125469592,197.28808143276817,1516154
2020-02-07,193.21312757978464,195.431537140519,191.23075462655993,193.21312757978464,3244139
2020-02-08,202.89580471965598,203.94318205543,202.68291264439205,202.89580471965598,5464790
2020-02-09,203.05917597817225,205.34591246794406,202.70953954901995,203.05917597817225,4350382
2020-02-10,202.53969360950538,205.61126028040925,200.15943908602316,202.53969360950538,1267404
2020-02-11,206.88970485161053,207.5824075684619,202.64824436020388,206.88970485161053,11021527
2020-02-12,210.6068807123322,213.02277992286184,210.02144743788307,210.6068807123322,4905143
2020-02-13,211.08336289614118,211.66464877545522,207.38228705518225,211.08336289614118,3214335
2020-02-14,215.006557177494,216.95327863348822,213.0485247224359,215.006557177494,5263997
2020-02-15,210.46080758122486,210.9264551290335,209.91189924079893,210.46080758122486,9958103
2020-02-16,209.8342005713212,213.37161209101163,207.13632146082577,209.8342005713212,4877742
2020-02-17,209.90564119065954,212.92501835799172,209.8717838677144,209.90564119065954,699960
2020-02-18,213.73423035632652,215.6127305386792,213.6699649023651,213.73423035632652,1132089
2020-02-19,212.5179900139729,214.91175042267824,210.39512823651296,212.5179900139729,5524505
2020-02-20,211.07778754513782,213.55223034853762,210.0580639555064,211.07778754513782,2391664
2020-02-21,209.84016393456838,210.70245481658523,206.33892828169476,209.84016393456838,150780
2020-02-22,202.69213319999335,203.85023240681653,201.39842368802385,202.69213319999335,451345
2020-02-23,208.7955897565489,211.8388111062211,206.82494959067094,208.7955897565489,1498842
2020-02-24,203.5256695297821,204.88634791250738,203.42673170372797,203.5256695297821,2586362
2020-02-25,205.39505076727008,206.2106041719824,203.80282169099496,205.39505076727008,712902
2020-02-26,201.50031647118797,203.18915497543767,197.84247846723298,201.50031647118797,6437250
2020-02-27,199.17705252673093,199.33551937130113,197.69185389431206,199.17705252673093,496582
