Date,Open,High,Low,Close,Volume
2020-01-01,286.3688683563248,291.8514779267475,283.39255666600735,286.3688683563248,8453503
2020-01-02,288.5477900748166,290.1916481745437,287.2704085857649,288.5477900748166,3125079
2020-01-03,292.5724665779021,295.58755400824003,286.58585451616517,292.5724665779021,9994134
2020-01-04,291.77631582177145,297.48825301918544,289.0832471431077,291.77631582177145,21177775
2020-01-05,287.9720196131856,291.2712312819558,286.66253401226066,287.9720196131856,2975043
2020-01-06,291.74027300232905,293.8393426917735,291.5399069095328,291.74027300232905,2984425
2020-01-07,294.15807140453757,298.0707499760299,292.19663214039497,294.15807140453757,763330
2020-01-08,294.7212266927149,299.06489600786455,290.17657803926977,294.7212266927149,2655029
2020-01-09,300.40746315591736,307.2871511946293,298.6479509436966,300.40746315591736,4313434
2020-01-10,301.15551628557625,302.075543265636,298.854681150385,301.15551628557625,23611055
2020-01-11,303.66585643004635,309.4281260132532,299.9693460749052,303.66585643004635,23056298
2020-01-12,305.2366229247041,308.64466617650413,300.6498018645827,305.2366229247041,7573472
2020-01-13,305.7029644991195,308.0892735362561,300.71588094508917,305.7029644991195,2561397
2020-01-14,311.28292658111667,313.61636310285377,310.18463179842485,311.28292658111667,3355375
2020-01-15,318.37554419264325,321.7114283512002,316.0493047290918,318.37554419264325,9714860
2020-01-16,327.8941604468366,328.00042243913344,326.8938082644863,327.8941604468366,12103404
2020-01-17,333.7515859456772,335.45610838896897,333.0794540060784,333.7515859456772,2627482
2020-01-18,322.91265358423277,325.14144036635236,313.96283063926495,322.91265358423277,11629103
2020-01-19,320.9281355810212,323.29583637423445,317.99550961104006,320.9281355810212,8624838
2020-01-20,327.8313566484603,333.39366256990303,325.0499445331191,327.8313566484603,12613058
2020-01-21,327.23664015538566,328.09938441531824,323.28789097151844,327.23664015538566,5639763
2020-01-22,328.0434670094312,332.8127548442846,326.2130183137736,328.0434670094312,6040218
2020-01-23,325.3538852355117,325.55813771818225,323.4193927186176,325.3538852355117,4220577
2020-01-24,329.8279688251046,330.686859143068,328.53443824770187,329.8279688251046,5515889
2020-01-25,330.64758102316273,332.0979546531456,325.0010109085666,330.64758102316273,5257149
2020-01-26,330.8635669326693,331.53495250788365,329.5873879928654,330.8635669326693,1981885
2020-01-27,335.01491552574697,338.2918158386902,333.3167849524332,335.01491552574697,5582305
2020-01-28,340.9387452259921,344.63928494582564,337.79441125394766,340.9387452259921,4511563
2020-01-29,351.40182578553686,357.0192977205311,350.27989412352275,351.40182578553686,699632
2020-01-30,353.3434559802749,353.3892595618275,349.5212460039517,353.3434559802749,6445929
2020-01-31,362.98832873511367,365.7397143371421,359.9094937638829,362.98832873511367,1280552
2020-02-01,359.07007869400445,362.1978566717569,358.3736155620881,359.07007869400445,626152
2020-02-02,361.6271298190897,362.5676154127138,357.8747768221357,361.6271298190897,4578608
2020-02-03,372.2492271692268,372.7447629674161,370.22005884649843,372.2492271692268,1703907
2020-02-04,377.2052139117188,378.07314640057893,374.5975005557593,377.2052139117188,4224585
2020-02-05,371.34952064749865,373.7161399204313,369.1485203951035,371.34952064749865,258416
2020-02-06,368.61388981653124,369.45051127754914,363.6435885734634,368.61388981653124,3909177
2020-02-07,366.47066503907195,371.00810614731165,363.67333871027216,366.47066503907195,1251945
2020-02-08,365.349427535503,369.33754217734185,365.067875672131,365.349427535503,6785260
2020-02-09,373.88427545919706,377.23069505079076,371.58304801823215,373.88427545919706,1389011
2020-02-10,365.00164974722236,366.92620682480504,362.62611538248973,365.00164974722236,1228009
2020-02-11,365.3679431033747,366.6160171156824,362.99972841322364,365.3679431033747,12669169
2020-02-12,363.27934108243636,365.20167647193927,362.9957485231099,363.27934108243636,900505
2020-02-13,354.98125250576635,356.5520194381179,351.9197569357649,354.98125250576635,5903815
2020-02-14,351.09984216552357,351.1985496786539,348.0342833800916,351.09984216552357,860381
2020-02-15,348.70323871431617,349.135432438823,345.58190050478225,348.70323871431617,1967140
2020-02-16,345.8522236475485,350.2052249047752,343.7899157786746,345.8522236475485,1792170
2020-02-17,354.514484048211,355.5181523995549,349.39584786969664,354.514484048211,8583900
2020-02-18,366.1120597040305,367.9589948478948,362.6956834873668,366.1120597040305,4061899
2020-02-19,374.3306993506321,374.34023484420845,374.0960876283381,374.3306993506321,2516821
2020-02-20,365.159991988733,371.06494966104333,357.79756323954524,365.159991988733,6205147
2020-02-21,358.1411333652334,362.38998997253555,355.44218338264415,358.1411333652334,2172737
2020-02-22,367.1836942479294,369.90376992877054,360.67123158363074,367.1836942479294,12835085
2020-02-23,367.1976073930828,367.69858315297034,362.14673183961213,367.1976073930828,2339347
2020-02-24,374.6543957009933,377.85580089471557,374.3712824464669,374.6543957009933,1853053
2020-02-25,362.2071963701776,368.8917269638673,361.799227610793,362.2071963701776,1813096
2020-02-26,360.42095271787275,363.2454332038922,360.0433234640017,360.42095271787275,977586
2020-02-27,359.8773946827831,363.36370599953835,357.67844557407716,359.8773946827831,3838140
2020-02-28,364.5452364097421,365.15658093518476,361.5534580481804,364.5452364097421,6174365
