Date,Open,High,Low,Close,Volume
2020-01-01,349.087590279909,350.41229433898775,346.25406720311173,349.087590279909,4002655
2020-01-02,358.25299019596,363.47423123762735,357.8016130780789,358.25299019596,11515552
2020-01-03,357.1350864548025,357.76824102710054,356.44359829868495,357.1350864548025,5438781
2020-01-04,345.6320611497902,346.3465036524184,344.36707179080634,345.6320611497902,2330321
2020-01-05,343.43060580442426,346.1684900813062,342.8486287545064,343.43060580442426,8311561
2020-01-06,341.77996171306773,344.3558623100738,340.9147992728014,341.77996171306773,2253244
2020-01-07,335.95271548484106,337.2207512816246,334.1275807955367,335.95271548484106,1000340
2020-01-08,342.39971997095705,345.7720206350251,336.02046132246943,342.39971997095705,5131571
2020-01-09,346.81534902400995,349.8891445873928,346.3530773169117,346.81534902400995,5249302
2020-01-10,347.7075130881459,351.63088835469904,345.4891827113881,347.7075130881459,7168366
2020-01-11,343.571723445806,349.2032916043855,340.86782597813664,343.571723445806,1297634
2020-01-12,350.50475280582606,350.6181006082968,347.28994815721904,350.50475280582606,3047365
2020-01-13,351.91702540115074,352.32457496101375,351.87696044963684,351.91702540115074,11893126
2020-01-14,359.1211804904865,359.88777321895816,355.0745085379645,359.1211804904865,1566396
2020-01-15,353.7191838453494,354.24136564389596,352.62374829921526,353.7191838453494,4271117
2020-01-16,359.2309845501614,363.3677322098774,356.5102323801467,359.2309845501614,14951901
2020-01-17,372.45810212726695,376.87514848759383,372.32702540959536,372.45810212726695,4686934
2020-01-18,354.27521806734865,357.3435588413122,346.3592114885698,354.27521806734865,5942420
2020-01-19,341.43783673666263,341.5417359595629,338.7095989288558,341.43783673666263,4119288
2020-01-20,345.21772019501833,349.9762787311395,341.5321915266772,345.21772019501833,1048728
2020-01-21,349.56187485349744,350.3752069709406,348.035884287751,349.56187485349744,3578095
2020-01-22,357.67045368025174,359.6744613098927,352.84883491132973,357.67045368025174,2763715
2020-01-23,354.4017235298041,359.917756433406,349.01911893620917,354.4017235298041,1615226
2020-01-24,356.90666927343574,356.99904583038847,355.3942794179593,356.90666927343574,487195
2020-01-25,354.7147617165294,355.33139496497404,352.2721537232499,354.7147617165294,2979834
2020-01-26,357.7881540617662,363.03641307897635,356.05261078642707,357.7881540617662,49708857
2020-01-27,366.3528109067867,367.8049999842201,366.17660725544454,366.3528109067867,1669735
2020-01-28,367.7652196139623,374.1404559696391,360.98563102598627,367.7652196139623,1312583
2020-01-29,364.39567616924916,367.51417280116385,362.135107535619,364.39567616924916,855249
2020-01-30,373.9984833164546,379.04866117219893,371.12827453989587,373.9984833164546,1386626
2020-01-31,374.3527087830793,375.72838774563786,369.080854257261,374.3527087830793,2695559
2020-02-01,378.52093565891886,379.8582682310317,376.80236174319776,378.52093565891886,27941645
2020-02-02,379.6120399028722,383.2913235888246,369.11847884519005,379.6120399028722,907981
2020-02-03,385.8279904392819,390.2764683875756,381.4540774166089,385.8279904392819,24304117
2020-02-04,377.1253583227325,378.1023906864261,375.8406755758158,377.1253583227325,35332789
2020-02-05,379.25559322164503,385.89929272598556,378.5919610903128,379.25559322164503,1225428
2020-02-06,370.0139513984543,371.5465173395433,366.5723888271348,370.0139513984543,15756055
2020-02-07,358.5544096924426,358.69216476519586,351.23381430567076,358.5544096924426,1439594
2020-02-08,365.13816001310767,366.0008144637373,360.97568694942765,365.13816001310767,735456
2020-02-09,361.54418356774335,361.74399629702725,357.4552242749155,361.54418356774335,2367763
2020-02-10,359.31551934163025,359.5477554436431,357.8357248589913,359.31551934163025,1002684
2020-02-11,367.09224059183293,369.9958912490258,364.10683589206917,367.09224059183293,2262485
2020-02-12,368.9635583036257,373.16250024451756,361.72930205711134,368.9635583036257,8946906
2020-02-13,372.3087650050729,374.5687485740371,372.298293890108,372.3087650050729,3055862
2020-02-14,370.4129809860051,373.76545201131626,368.3102964947008,370.4129809860051,1178692
2020-02-15,369.8777600258096,377.7180014443678,369.4793125594344,369.8777600258096,1377500
2020-02-16,373.8347687164213,380.6652479221578,370.52380625497204,373.8347687164213,15974330
2020-02-17,376.1307148806855,377.0021016892959,373.5676609577735,376.1307148806855,1917149
2020-02-18,372.5786853114836,372.9716703036423,369.7553216548469,372.5786853114836,2001614
2020-02-19,367.7940565633225,368.3947641928555,362.28042579300455,367.7940565633225,3447054
2020-02-20,374.86694715390473,375.3668412434007,374.62426394673076,374.86694715390473,2138306
2020-02-21,362.8905666640583,363.32661193675773,361.9338710524537,362.8905666640583,26134564
2020-02-22,369.40641903600186,374.7154164440991,368.3588232012055,369.40641903600186,2639297
2020-02-23,374.6434215440967,378.9966257396448,373.7357549179066,374.6434215440967,10240953
2020-02-24,379.8054852183413,383.7594056697777,377.55048844089,379.8054852183413,1876929
2020-02-25,381.7928508683044,384.7637113639111,381.1242461060986,381.7928508683044,5945049
2020-02-26,384.82534554650306,391.0753849577505,383.4335116145774,384.82534554650306,4886307
2020-02-27,382.81376808733563,386.68430730237105,380.40524862579844,382.81376808733563,4906517
2020-02-28,380.0934964002771,382.9401641730539,374.6511263602289,380.0934964002771,2979349
2020-02-29,380.66219791739024,382.1120627804955,377.7560279429583,380.66219791739024,2996225
2020-03-01,398.85956750804525,406.24705965076146,390.82045716116426,398.85956750804525,14499124
2020-03-02,413.0200559828522,417.5512984713599,409.54837609236284,413.0200559828522,1977884
2020-03-03,405.29958027612867,410.6688757906276,402.8280040726754,405.29958027612867,3999795
2020-03-04,407.26462392585455,407.44141378246906,404.9847880527498,407.26462392585455,15214269
2020-03-05,401.3202877594411,402.5178290446395,398.79266512141754,401.3202877594411,2208369
2020-03-06,390.6830613775003,391.94670016600065,387.6534067429546,390.6830613775003,5978882
2020-03-07,395.6402160650881,397.710966660875,395.08990233266155,395.6402160650881,1869963
2020-03-08,393.96908432095864,400.35464499615125,389.9001247108828,393.96908432095864,1352097
2020-03-09,381.80194056115965,382.5268227530532,378.93039532071623,381.80194056115965,694131
2020-03-10,396.0491257871266,396.4050628080039,395.4555628315835,396.0491257871266,1996617
